id,name,unit,sellingPrice,purchasePrice,initStock,repackageStock,invoiceCheck,categoryId,createdAt,updatedAt
675057255813e,Vaccine nấm chó mèo,liều,150000,85000,0,0,0,,,1734452350
6750572558146,Gà viên sấy khô Lishi 500g,liều,180000,125000,15,0,0,,,1734455023
675057255814f,Bát nhựa đôi vuông size nhỏ,cái,40000,23000,0,0,0,,,1734450931
6750572558157,Bát nhựa đôi vuông size trung,cái,50000,28000,0,0,0,,,1734450940
675057255815f,Bát nhựa đôi vuông size lớn,cái,65000,33000,2,0,0,,,1734450949
6750572558166,Catpy 500g,gói,53000,39000,1,47,1,,,1759738706
675057255816e,Catpy 1kg,gói,100000,78000,3,52,1,,,1759738725
6750572558176,Cát đậu nành cung đình ,gói,66000,56000,0,0,1,,,1734451332
675057255817e,Ganador chó lớn vị cừu & gạo 3kg,gói,155000,125000,0,0,1,,,
6750572558187,Bát nhựa đôi tròn,cái,40000,23000,0,0,0,,,1734451029
675057255818f,Vòng loa chống liếm số 2,cái,60000,33000,0,0,0,,,1734451485
6750572558196,Dây xích hàn lớn,cái,60000,25000,7,0,0,,,1734453034
675057255819e,Túi vận chuyển hình thú cute size M,cái,140000,90000,1,0,0,,,1734452724
67505725581a6,Túi hộp gấp gọn size S,cái,160000,99000,1,0,0,,,1734452674
67505725581ad,Túi hộp gấp gọn size M,cái,180000,110000,1,0,0,,,1734452681
67505725581b5,Lồng vận chuyển size S,cái,250000,190000,2,0,0,,,1734455042
67505725581bd,Lồng vận chuyển size M,cái,300000,240000,2,0,0,,,
67505725581c6,Dây chuyền bạc lớn,cái,45000,22000,9,0,0,,,1734453718
67505725581ce,Dây chuyền bạc nhỏ,cái,35000,18000,15,0,0,,,1734453746
67505725581d6,Que gặm DoggyMan,gói,50000,39750,7,0,0,,,1734450611
6761a771e33d3,Catsrang 5kg,bao,435000,376000,7,-68,1,,1734453105,1779973290
6761a796c4ecc,Catpy 5kg,bao,460000,390000,7,-15,1,,1734453142,1759738679
6761a7fe27b5a,Cat's on 5kg,bao,335000,305000,2,-2,1,,1734453246,1734494632
6761a83636026,Cat's on 20kg,Cái,1200000,1070000,0,-2,1,,1734453302,1745817658
6761a8a8f2fab,Vita Hemo,chai,130000,180000,3,0,1,,1734453416,1734453416
6761af9b784da,Thịt sấy khô lishi hộp không trứng,Hộp,160000,90000,20,-6,0,,1734455195,1734494844
67624434706f8,Vòng cổ kèm chuông đại size XS,Cái,30000,10000,4,0,0,,1734493236,1734494341
67624458c98a2,Vòng cổ kèm chuông đại size S,Cái,35000,12000,2,0,0,,1734493272,1734494421
6762446b18ca9,Vòng cổ kèm chuông đại size M,Cái,40000,16000,1,0,0,,1734493291,1734494442
676244835d6fe,Vòng cổ kèm chuông đại size L,Cái,45000,17000,2,0,0,,1734493315,1734494464
67624520eeaff,Bát nhựa đôi tròn cute size nhỏ,Cái,50000,16000,0,0,0,,1734493472,1734494546
67624532c23a1,Bát nhựa đôi tròn cute size trung,Cái,60000,25000,0,0,0,,1734493490,1734494525
67624545612c7,Bát nhựa đôi tròn cute size lớn,Cái,70000,39000,7,0,0,,1734493509,1734494564
67624762cad1d,Chuông đại,Cái,20000,2500,40,0,0,,1734494050,1734494050
6773be4bf2f74,Áo dài tết hình đồng xu/ hình hạc số 2,Cái,80000,55000,0,0,0,,1735638603,1735638833
6773be6da97d7,Áo dài tết hình đồng xu/ hình hạc số 3,Cái,85000,60000,0,0,0,,1735638637,1735638845
6773be8610d10,Áo dài tết hình đồng xu/ hình hạc số 4,Cái,90000,65000,1,0,0,,1735638662,1735638856
6773bea2b088e,Áo dài tết hình đồng xu/ hình hạc số 5,Cái,95000,70000,1,0,0,,1735638690,1735638868
6773bee3677e1,Áo dài tết hình đồng xu/ hình hạc số 6,Cái,100000,75000,1,0,0,,1735638755,1735638917
6773bf068282d,Áo dài tết hình đồng xu/ hình hạc số 7,Cái,105000,80000,1,0,0,,1735638790,1735638908
6773bfa5cf4ec,Áo dài tết hình đồng xu/ hình hạc số 8,Cái,110000,85000,0,0,0,,1735638949,1735638949
6773bfdf10d17,Áo dài tết hình đồng xu/ hình hạc số 9,Cái,115000,90000,0,0,0,,1735639007,1735639095
6773c018aedcc,Áo dài tam kỳ số 2,Cái,90000,65000,0,0,0,,1735639064,1735639064
6773c02fc2b74,Áo dài tam kỳ số 3,Cái,95000,70000,1,0,0,,1735639087,1735639087
6773c053602c8,Áo dài tam kỳ số 4,Cái,100000,75000,0,0,0,,1735639123,1735639123
6773c07d30c7e,Áo dài tam kỳ số 5,Cái,105000,80000,1,0,0,,1735639165,1735639165
6773c09103c64,Áo dài tam kỳ số 6,Cái,110000,85000,1,0,0,,1735639185,1735639185
6773c0c25616d,Áo dài tam kỳ số 7,Cái,115000,90000,0,0,0,,1735639234,1735639234
6773c0e2ece1a,Áo dài tam kỳ số 8,Cái,120000,95000,0,0,0,,1735639266,1735639266
678e15cbbe269,Bánh cỏ mèo CATNIP,gói,15000,0,0,0,0,,1737364939,1737364939
67c6683f0548c,Wanpy (5thanh),gói,30000,18000,1,0,0,,1741056063,1741056063
67ce513b96543,omega oil 60v,chai,95000,55000,0,0,1,,1741574459,1741574459
67cf9354895b1,Dây dắt kèm yếm vải size S,Cái,60000,49000,3,0,0,,1741656916,1741656916
67cf9386d9cd4,Dây dắt kèm yếm vải size L,Cái,70000,49000,1,0,0,,1741656966,1741656966
67cf939e77ca6,Dây dắt kèm yếm vải size XL,Cái,75000,49000,1,0,0,,1741656990,1741656990
67cf93d2ed940,Võng treo chuồng ,Cái,60000,26000,9,0,0,,1741657042,1741657042
67cf940ea4af1,Áo 2 dây size S,Cái,40000,25000,0,0,0,,1741657102,1741657102
67cf94218ba4d,Áo 2 dây size M,Cái,45000,25000,0,0,0,,1741657121,1741657121
67cf946844aa1,Áo 2 dây size L,Cái,50000,25000,0,0,0,,1741657192,1741657192
67cf949b83289,Bát nhựa gắn chuồng,cái,20000,8000,22,0,0,,1741657243,1741657243
67cf960ad7d10,Áo chống liếm size M,Cái,50000,28000,19,0,0,,1741657610,1741657610
67cf9627f3a14,Áo chống liếm size L,Cái,55000,30000,8,0,0,,1741657639,1741657639
67d647895c354,Que cỏ pet snack,gói,30000,17000,0,0,0,,1742096265,1742096265
681c1cecefba5,Khay vệ sinh mèo size nhỏ,Cái,90000,48000,3,0,0,,1746672876,1746672876
682e927d7f5c3,Vòng cổ policedog 3.0,Cái,60000,24000,4,0,0,,1747882621,1747882621
683d27f708104,ST khô SOS,chai,95000,68000,12,0,1,,1748838391,1748838391
683d281d9d664,Dầu tắm khô VMD,chai,86000,56000,1,0,0,,1748838429,1748838429
683fb3bf9a6bd,Mr. Vet mèo T1,gói,125000,94000,16,0,1,,1749005247,1749007886
683fb3f1bb8a5,Mr. Vet chó D1,gói,140000,110000,6,0,1,,1749005297,1749007897
683fb42016c78,Mymeo 500g,gói,32000,24500,3,0,0,,1749005344,1749007923
683fb440c3199,Bánh quy ,hộp,45000,25000,0,0,0,,1749005376,1749007991
683fb6d34f722,Súp thưởng Mr. Vet mèo (4thanh),gói,20000,7200,1,0,1,,1749006035,1749006035
683fb72686790,Địu dimond L,Cái,160000,95000,2,0,0,,1749006118,1749006118
684e89114a0b2,Áo thun gân size XS,Cái,40000,20000,9,0,0,,1749977361,1749977361
684e893330b02,Áo thun gân size S,Cái,45000,20000,11,0,0,,1749977395,1749977395
68527c42bdedb,Áo thun gân size M,Cái,50000,20000,20,0,0,,1750236226,1750236226
68527c5aa03ff,Áo thun gân size L,Cái,55000,20000,20,0,0,,1750236250,1750236250
68527c800740a,Áo thun gân size XL,Cái,60000,20000,25,0,0,,1750236288,1750236288
68527c933e440,Áo thun gân size 2XL,Cái,65000,20000,16,0,0,,1750236307,1750236307
68527cb6bf377,Áo thun gân size 3XL,Cái,70000,20000,7,0,0,,1750236342,1750236342
6858c134751f8,Phô mai viên cho chó,gói,75000,54000,0,0,1,,1750647092,1750647092
6858c151f0b6b,Mr. Vet mèo T3,gói,140000,110000,-8,0,1,,1750647121,1750647121
6858d21e0d569,Xịt đi vệ sinh đúng chổ Bioline,chai,45000,24000,4,0,0,,1750651422,1750651422
685be67e2a2c6,Bình sữa không hộp nhỏ,cái,25000,9000,10,0,0,,1750853246,1750853246
685be6dc0ff5d,Bình sữa không hộp lớn,Cái,40000,14000,19,0,0,,1750853340,1750853340
6864a4a04929c,Dây dắt kèm yếm vải jean size S,cái,60000,38000,2,0,0,,1751426208,1751426208
6864a4b2ad47c,Dây dắt kèm yếm vải jean size M,Cái,65000,38000,2,0,0,,1751426226,1751426226
6864a4ca23290,Dây dắt kèm yếm vải jean size L,Cái,70000,38000,0,0,0,,1751426250,1751426250
6864a4e704bdf,Dây dắt kèm yếm vải jean size XL,cái,75000,38000,2,0,0,,1751426279,1751426279
6864a50f14a24,Bóng cục xương,cái,30000,17000,12,0,0,,1751426319,1751426319
6864a57fb96f0,Rọ mõm mỏ vịt size S,Cái,30000,11000,3,0,0,,1751426431,1751426431
6864a599ec0f1,Rọ mõm mỏ vịt size M,cái,35000,11000,3,0,0,,1751426457,1751426457
6864a5cc520e8,Rọ mõm cao su size S,cái,60000,32000,1,0,0,,1751426508,1751426508
6864a5dde55ad,Rọ mõm cao su size M,cái,65000,37000,1,0,0,,1751426525,1751426525
6864a5ee6f19f,Rọ mõm cao su size L,cái,70000,42000,1,0,0,,1751426542,1751426542
6864a6ee56876,Dây dắt kèm yếm vải size M,cái,70000,49000,1,0,0,,1751426798,1751426798
686655cd5db7c,Langlike 5kg,gói,380000,325000,7,-28,0,,1751537101,1759738835
686655f7c1699,Langlike 1kg,gói,80000,65000,8,114,0,,1751537143,1759738861
68665612bae83,Langlike 500gr,gói,43000,37500,7,50,0,,1751537170,1759738853
6869e5fc67b1e,Pate mèo gói Mr. Vet,gói,12000,7600,66,0,1,,1751770620,1751770620
6893315599e5b,Tonder disney duck CP 6800,cái,350000,285000,0,0,0,,1754476885,1754476885
68aacc21dc253,Bát nhựa đơn có hình dấu chân size trung,Cái,35000,14000,1,0,0,,1756023841,1756023841
68abee88065a4,Xương gặm da bò (4 cây),gói,45000,21000,4,0,0,,1756098184,1756098184
68abefa95acc1,Bát gắn chuồng có nút vặn size L,cái,70000,35000,0,0,0,,1756098473,1756098473
68abefed2d90d,Bát nhựa đơn có hình dấu chân size nhỏ,cái,25000,9000,14,0,0,,1756098541,1756098541
68abefffb0867,Bát nhựa đơn có hình dấu chân size lớn,cái,45000,16000,10,0,0,,1756098559,1756098559
68abf08c4240b,Bóng lục lạc nhiều màu,cái,30000,9000,21,0,0,,1756098700,1756098700
68c0ed31eafdd,Aino,lọ,1500000,1100000,0,0,0,,1757474097,1757474097
68e3788a023ac,earsol,tuyp,120000,77.4,21,0,1,,1759737994,1759737994
68e64829adad3,Bộ kiềm dũa cắt móng lớn,Cái,65000,27000,4,0,0,,1759922217,1759922217
68ef8ae2da8a3,Túi hộp gấp gọn size L,Cái,200000,145000,0,0,0,,1760529122,1760529122
68f852c0aed2a,Nệm họa tiết vải canvas size S,Cái,70000,40000,2,0,0,,1761104576,1761104576
68f852dfc31b0,Nệm họa tiết vải canvas size M,Cái,100000,67000,0,0,0,,1761104607,1761104607
68f852f751e43,Nệm họa tiết vải canvas size L,Cái,130000,95000,2,0,0,,1761104631,1761104631
68f85520d2655,Ống xilanh kèm núm ti,Cái,20000,10000,10,0,0,,1761105184,1761105184
68f8555d047b2,Áo liền quần có tay size S,Cái,65000,38000,2,0,0,,1761105245,1761105245
68f8556d408a7,Áo liền quần có tay size M,Cái,75000,38000,0,0,0,,1761105261,1761105261
68f85580f2796,Áo liền quần có tay size L,Cái,85000,38000,2,0,0,,1761105280,1761105280
68f85597e629c,Áo liền quần có tay size XL,Cái,95000,38000,0,0,0,,1761105303,1761105303
68f85608f0c86,Dây yếm tròn 1.0,Cái,45000,24000,3,0,0,,1761105416,1761105620
68f85624669c1,Dây yếm tròn 1.5,Cái,60000,28000,3,0,0,,1761105444,1761105635
68f85640bfcd8,Dây yếm tròn 2.0,Cái,75000,35000,3,0,0,,1761105472,1761105644
68f856599da91,Dây yếm tròn 2.5,Cái,90000,45000,2,0,0,,1761105497,1761105654
68f8573fabb62,Con vịt có kèn kêu size 2,Cái,35000,18000,10,0,0,,1761105727,1761105727
68f857700ef62,Áo chống liếm size XL,Cái,60000,32000,5,0,0,,1761105776,1761105776
68f857a2e6d7b,Cây lăn lông,Cái,40000,16000,3,0,0,,1761105826,1761105826
68f858904ea9a,Bát đơn inox size 5,Cái,85000,44000,3,0,0,,1761106064,1761106064
68f858abd1605,Bát đơn inox size 6,Cái,95000,67000,3,0,0,,1761106091,1761106091
68f858ca39403,Dây dắt 2m,cái,60000,33000,5,0,0,,1761106122,1761106122
690b28d24d30e,ST FAY siêu mượt 800ml,chai,160000,124000,2,0,1,,1762339026,1762339026
692e8a39bd920,Thuốc nhỏ mũi VMD,chai,70000,45000,2,0,1,,1764657721,1764657721
693fd655bcc12,Vòng cổ may mắn,cái,45000,20000,17,0,0,,1765791317,1765791317
6952222db9577,Áo thun gân có tay size XS ,cái,45000,25000,0,0,0,,1766990381,1766990381
6952223f2453e,Áo thun gân có tay size S,Cái,50000,25000,0,0,0,,1766990399,1766990399
69522254c40e6,Áo thun gân có tay size M,Cái,55000,25000,0,0,0,,1766990420,1766990420
6952227174a7a,Áo thun gân có tay size L,Cái,60000,25000,0,0,0,,1766990449,1766990449
6952228e47e76,Áo thun gân có tay size XL,Cái,65000,25000,0,0,0,,1766990478,1766990697
695222cf9cfbb,Áo thun gân có tay size XXL,Cái,70000,25000,0,0,0,,1766990543,1766990708
695222e6eed2c,Áo thun gân có tay size 3XL,Cái,70000,25000,0,0,0,,1766990566,1766990566
6952231faba46,Áo thun gân có tay size 4XL,Cái,75000,35000,0,0,0,,1766990623,1766991168
6952234283554,Áo thun gân có tay size 5XL,Cái,75000,35000,0,0,0,,1766990658,1766991161
6952248eeb0cc,omega oil 80v KMAT,chai,90000,46000,0,0,0,,1766990990,1766990990
695224d95e12c,Áo thun gân size 4XL,Cái,70000,30000,0,0,0,,1766991065,1766991065
6952252a23457,Áo thun gân size 5XL,Cái,70000,30000,0,0,0,,1766991146,1766991146
69522577bd17e,Test FPV,Cái,100000,56000,0,0,1,,1766991223,1766991223
695225a6cce6c,Test CPV,Cái,80000,46000,0,0,1,,1766991270,1766991270
695225d12f219,Test CDV,Cái,100000,46000,0,0,1,,1766991313,1766991313
6952260fdab74,Mr. Vet mèo T2,gói,135000,105000,0,0,1,,1766991375,1766991375
6952262f44f35,Súp thưởng Langlike,gói,15000,0,0,0,0,,1766991407,1766991407
69607adad2122,Dầu cá Kamt,chai,90000,46000,5,0,1,,1767930586,1767930586
69607b76ec541,Men gói VMD,gói,7000,4000,299,0,1,,1767930742,1767930742
69607badbe886,Men ống VMD,ống,12000,9000,68,0,1,,1767930797,1767930797
697c3755d64af,Áo lông liền quần có tay size S,Cái,70000,47000,2,0,0,,1769748309,1769748309
697c37696ab21,Áo lông liền quần có tay size M,Cái,80000,47000,2,0,0,,1769748329,1769748329
697c377a0ef9e,Áo lông liền quần có tay size L,Cái,90000,47000,2,0,0,,1769748346,1769748346
697c37923767c,Áo lông liền quần có tay size XL,Cái,100000,47000,2,0,0,,1769748370,1769748370
697c37b781833,Áo lông liền quần có tay size 2XL,Cái,110000,47000,2,0,0,,1769748407,1769748407
697c37d3b2e77,Áo lông liền quần có tay size 3XL,Cái,120000,62000,2,0,0,,1769748435,1769748435
6987f45be23da,xịt khử mùi thú cưng,chai,90000,62000,5,0,0,,1770517595,1770517595
69f804248879b,Que gặm JerHigh,gói,55000,0,3,0,0,,1777861668,1777861668
6a1280488ac5f,Bánh thưởng Mikat,Gói,15000,0,10,0,0,,1779597384,1779597384
6a183f711b32e,"xịt khử mùi chuồng, trại",Chai,90000,50000,6,0,0,,1779974001,1779974001
